Received speaker: uan://localhost:3030/id67 to register with server uan://localhost:3030/id1
Speaker started with uan: uan://localhost:3030/id67
[Speaker Local]: ANSWER: User 57: Answer 125.; Timestamp: 2019-11-13 23:15:59.077
[Speaker Local]: ANSWER: User 57: Answer 840.; Timestamp: 2019-11-13 23:16:01.083
[Speaker Local]: ANSWER: User 57: Answer 500.; Timestamp: 2019-11-13 23:16:01.093
[Speaker Local]: ANSWER: User 57: Answer 610.; Timestamp: 2019-11-13 23:16:01.094
[Speaker Local]: ANSWER: User 57: Answer 394.; Timestamp: 2019-11-13 23:16:01.095
[Speaker Local]: ANSWER: User 57: Answer 61.; Timestamp: 2019-11-13 23:16:01.097
[Speaker Local]: ANSWER: User 57: Answer 32.; Timestamp: 2019-11-13 23:16:01.098
[Speaker Local]: ANSWER: User 57: Answer 293.; Timestamp: 2019-11-13 23:16:01.099
[Speaker Local]: ANSWER: User 57: Answer 306.; Timestamp: 2019-11-13 23:16:01.1
[Speaker Local]: ANSWER: User 57: Answer 63.; Timestamp: 2019-11-13 23:16:01.101
[Speaker Local]: ANSWER: User 57: Answer 961.; Timestamp: 2019-11-13 23:16:01.102
[Speaker Local]: ANSWER: User 57: Answer 929.; Timestamp: 2019-11-13 23:16:01.103
[Speaker Local]: ANSWER: User 57: Answer 716.; Timestamp: 2019-11-13 23:16:01.105
[Speaker Local]: ANSWER: User 57: Answer 986.; Timestamp: 2019-11-13 23:16:01.106
[Speaker Local]: ANSWER: User 57: Answer 326.; Timestamp: 2019-11-13 23:16:01.107
[Speaker Local]: ANSWER: User 57: Answer 979.; Timestamp: 2019-11-13 23:16:01.109
[Speaker Local]: ANSWER: User 57: Answer 652.; Timestamp: 2019-11-13 23:16:01.111
[Speaker Local]: ANSWER: User 57: Answer 691.; Timestamp: 2019-11-13 23:16:01.114
[Speaker Local]: ANSWER: User 57: Answer 724.; Timestamp: 2019-11-13 23:16:01.115
[Speaker Local]: ANSWER: User 57: Answer 222.; Timestamp: 2019-11-13 23:16:02.737
[Speaker Local]: ANSWER: User 57: Answer 479.; Timestamp: 2019-11-13 23:16:02.738
[Speaker Local]: ANSWER: User 57: Answer 595.; Timestamp: 2019-11-13 23:16:02.739
[Speaker Local]: ANSWER: User 57: Answer 168.; Timestamp: 2019-11-13 23:16:02.74
[Speaker Local]: ANSWER: User 57: Answer 118.; Timestamp: 2019-11-13 23:16:02.741
[Speaker Local]: ANSWER: User 57: Answer 829.; Timestamp: 2019-11-13 23:16:08.676
[Speaker Local]: ANSWER: User 57: Answer 725.; Timestamp: 2019-11-13 23:16:08.677
