Received speaker: uan://localhost:3030/id49 to register with server uan://localhost:3030/id1
Speaker started with uan: uan://localhost:3030/id49
[Speaker Local]: ANSWER: User 39: Answer 989.; Timestamp: 2019-11-13 23:15:09.428
[Speaker Local]: ANSWER: User 39: Answer 546.; Timestamp: 2019-11-13 23:15:12.918
[Speaker Local]: ANSWER: User 39: Answer 642.; Timestamp: 2019-11-13 23:15:12.921
[Speaker Local]: ANSWER: User 39: Answer 201.; Timestamp: 2019-11-13 23:15:12.922
[Speaker Local]: ANSWER: User 39: Answer 31.; Timestamp: 2019-11-13 23:15:12.923
[Speaker Local]: ANSWER: User 39: Answer 914.; Timestamp: 2019-11-13 23:15:12.927
[Speaker Local]: ANSWER: User 39: Answer 437.; Timestamp: 2019-11-13 23:15:12.93
[Speaker Local]: ANSWER: User 39: Answer 411.; Timestamp: 2019-11-13 23:15:12.931
[Speaker Local]: ANSWER: User 39: Answer 58.; Timestamp: 2019-11-13 23:15:12.932
[Speaker Local]: ANSWER: User 39: Answer 654.; Timestamp: 2019-11-13 23:15:12.934
[Speaker Local]: ANSWER: User 39: Answer 736.; Timestamp: 2019-11-13 23:15:12.935
[Speaker Local]: ANSWER: User 39: Answer 906.; Timestamp: 2019-11-13 23:15:12.936
[Speaker Local]: ANSWER: User 39: Answer 577.; Timestamp: 2019-11-13 23:15:12.942
[Speaker Local]: ANSWER: User 39: Answer 950.; Timestamp: 2019-11-13 23:15:12.943
[Speaker Local]: ANSWER: User 39: Answer 190.; Timestamp: 2019-11-13 23:15:12.944
[Speaker Local]: ANSWER: User 39: Answer 42.; Timestamp: 2019-11-13 23:15:12.946
[Speaker Local]: ANSWER: User 39: Answer 7.; Timestamp: 2019-11-13 23:15:12.947
[Speaker Local]: ANSWER: User 39: Answer 830.; Timestamp: 2019-11-13 23:15:12.949
[Speaker Local]: ANSWER: User 39: Answer 842.; Timestamp: 2019-11-13 23:15:12.95
[Speaker Local]: ANSWER: User 39: Answer 572.; Timestamp: 2019-11-13 23:15:12.951
[Speaker Local]: ANSWER: User 39: Answer 840.; Timestamp: 2019-11-13 23:15:12.952
[Speaker Local]: ANSWER: User 39: Answer 971.; Timestamp: 2019-11-13 23:15:12.954
[Speaker Local]: ANSWER: User 39: Answer 199.; Timestamp: 2019-11-13 23:15:12.956
[Speaker Local]: ANSWER: User 39: Answer 825.; Timestamp: 2019-11-13 23:15:29.556
[Speaker Local]: ANSWER: User 39: Answer 965.; Timestamp: 2019-11-13 23:15:29.557
