Received speaker: uan://localhost:3030/id110 to register with server uan://localhost:3030/id1
Speaker started with uan: uan://localhost:3030/id110
[Speaker Local]: ANSWER: User 100: Answer 60.; Timestamp: 2019-11-13 23:18:12.869
[Speaker Local]: ANSWER: User 100: Answer 329.; Timestamp: 2019-11-13 23:18:15.821
[Speaker Local]: ANSWER: User 100: Answer 573.; Timestamp: 2019-11-13 23:18:15.827
[Speaker Local]: ANSWER: User 100: Answer 471.; Timestamp: 2019-11-13 23:18:15.828
[Speaker Local]: ANSWER: User 100: Answer 96.; Timestamp: 2019-11-13 23:18:15.83
[Speaker Local]: ANSWER: User 100: Answer 217.; Timestamp: 2019-11-13 23:18:15.831
[Speaker Local]: ANSWER: User 100: Answer 528.; Timestamp: 2019-11-13 23:18:15.833
[Speaker Local]: ANSWER: User 100: Answer 731.; Timestamp: 2019-11-13 23:18:15.834
[Speaker Local]: ANSWER: User 100: Answer 535.; Timestamp: 2019-11-13 23:18:15.835
[Speaker Local]: ANSWER: User 100: Answer 582.; Timestamp: 2019-11-13 23:18:15.835
[Speaker Local]: ANSWER: User 100: Answer 372.; Timestamp: 2019-11-13 23:18:15.837
[Speaker Local]: ANSWER: User 100: Answer 394.; Timestamp: 2019-11-13 23:18:15.838
[Speaker Local]: ANSWER: User 100: Answer 291.; Timestamp: 2019-11-13 23:18:15.839
[Speaker Local]: ANSWER: User 100: Answer 547.; Timestamp: 2019-11-13 23:18:15.84
[Speaker Local]: ANSWER: User 100: Answer 313.; Timestamp: 2019-11-13 23:18:15.841
[Speaker Local]: ANSWER: User 100: Answer 233.; Timestamp: 2019-11-13 23:18:15.843
[Speaker Local]: ANSWER: User 100: Answer 959.; Timestamp: 2019-11-13 23:18:15.845
[Speaker Local]: ANSWER: User 100: Answer 284.; Timestamp: 2019-11-13 23:18:15.845
[Speaker Local]: ANSWER: User 100: Answer 324.; Timestamp: 2019-11-13 23:18:15.846
[Speaker Local]: ANSWER: User 100: Answer 498.; Timestamp: 2019-11-13 23:18:15.848
[Speaker Local]: ANSWER: User 100: Answer 132.; Timestamp: 2019-11-13 23:18:15.848
[Speaker Local]: ANSWER: User 100: Answer 48.; Timestamp: 2019-11-13 23:18:15.849
[Speaker Local]: ANSWER: User 100: Answer 303.; Timestamp: 2019-11-13 23:18:15.851
[Speaker Local]: ANSWER: User 100: Answer 888.; Timestamp: 2019-11-13 23:18:15.852
[Speaker Local]: ANSWER: User 100: Answer 257.; Timestamp: 2019-11-13 23:18:15.853
[Speaker Local]: ANSWER: User 100: Answer 918.; Timestamp: 2019-11-13 23:18:15.854
[Speaker Local]: ANSWER: User 100: Answer 336.; Timestamp: 2019-11-13 23:18:15.855
[Speaker Local]: ANSWER: User 100: Answer 255.; Timestamp: 2019-11-13 23:18:15.856
[Speaker Local]: ANSWER: User 100: Answer 951.; Timestamp: 2019-11-13 23:18:15.857
[Speaker Local]: ANSWER: User 100: Answer 81.; Timestamp: 2019-11-13 23:18:15.858
[Speaker Local]: ANSWER: User 100: Answer 898.; Timestamp: 2019-11-13 23:18:23.546
[Speaker Local]: ANSWER: User 100: Answer 435.; Timestamp: 2019-11-13 23:18:23.547
[Speaker Local]: ANSWER: User 100: Answer 209.; Timestamp: 2019-11-13 23:18:23.548
[Speaker Local]: ANSWER: User 100: Answer 79.; Timestamp: 2019-11-13 23:18:23.548
[Speaker Local]: ANSWER: User 100: Answer 929.; Timestamp: 2019-11-13 23:18:23.549
[Speaker Local]: ANSWER: User 100: Answer 525.; Timestamp: 2019-11-13 23:18:23.55
[Speaker Local]: ANSWER: User 100: Answer 913.; Timestamp: 2019-11-13 23:18:23.551
[Speaker Local]: ANSWER: User 100: Answer 572.; Timestamp: 2019-11-13 23:18:23.552
[Speaker Local]: ANSWER: User 100: Answer 843.; Timestamp: 2019-11-13 23:18:23.553
[Speaker Local]: ANSWER: User 100: Answer 726.; Timestamp: 2019-11-13 23:18:23.553
[Speaker Local]: ANSWER: User 100: Answer 493.; Timestamp: 2019-11-13 23:18:23.554
[Speaker Local]: ANSWER: User 100: Answer 636.; Timestamp: 2019-11-13 23:18:23.555
[Speaker Local]: ANSWER: User 100: Answer 211.; Timestamp: 2019-11-13 23:18:23.555
[Speaker Local]: ANSWER: User 100: Answer 989.; Timestamp: 2019-11-13 23:18:23.556
