Received speaker: uan://localhost:3030/id78 to register with server uan://localhost:3030/id1
Speaker started with uan: uan://localhost:3030/id78
[Speaker Local]: ANSWER: User 68: Answer 655.; Timestamp: 2019-11-13 23:16:40.15
[Speaker Local]: ANSWER: User 68: Answer 594.; Timestamp: 2019-11-13 23:16:47.805
[Speaker Local]: ANSWER: User 68: Answer 844.; Timestamp: 2019-11-13 23:16:47.81
[Speaker Local]: ANSWER: User 68: Answer 112.; Timestamp: 2019-11-13 23:16:47.816
[Speaker Local]: ANSWER: User 68: Answer 90.; Timestamp: 2019-11-13 23:16:47.817
[Speaker Local]: ANSWER: User 68: Answer 145.; Timestamp: 2019-11-13 23:16:47.818
[Speaker Local]: ANSWER: User 68: Answer 815.; Timestamp: 2019-11-13 23:16:47.819
[Speaker Local]: ANSWER: User 68: Answer 918.; Timestamp: 2019-11-13 23:16:47.82
[Speaker Local]: ANSWER: User 68: Answer 154.; Timestamp: 2019-11-13 23:16:47.82
[Speaker Local]: ANSWER: User 68: Answer 756.; Timestamp: 2019-11-13 23:16:47.821
[Speaker Local]: ANSWER: User 68: Answer 755.; Timestamp: 2019-11-13 23:16:47.822
[Speaker Local]: ANSWER: User 68: Answer 516.; Timestamp: 2019-11-13 23:16:47.823
[Speaker Local]: ANSWER: User 68: Answer 977.; Timestamp: 2019-11-13 23:16:47.823
[Speaker Local]: ANSWER: User 68: Answer 950.; Timestamp: 2019-11-13 23:16:47.824
[Speaker Local]: ANSWER: User 68: Answer 619.; Timestamp: 2019-11-13 23:16:47.825
[Speaker Local]: ANSWER: User 68: Answer 728.; Timestamp: 2019-11-13 23:16:47.827
[Speaker Local]: ANSWER: User 68: Answer 306.; Timestamp: 2019-11-13 23:16:47.828
[Speaker Local]: ANSWER: User 68: Answer 906.; Timestamp: 2019-11-13 23:16:47.829
[Speaker Local]: ANSWER: User 68: Answer 887.; Timestamp: 2019-11-13 23:16:47.83
[Speaker Local]: ANSWER: User 68: Answer 163.; Timestamp: 2019-11-13 23:16:47.83
[Speaker Local]: ANSWER: User 68: Answer 22.; Timestamp: 2019-11-13 23:16:47.831
[Speaker Local]: ANSWER: User 68: Answer 16.; Timestamp: 2019-11-13 23:16:47.832
[Speaker Local]: ANSWER: User 68: Answer 775.; Timestamp: 2019-11-13 23:16:47.833
[Speaker Local]: ANSWER: User 68: Answer 456.; Timestamp: 2019-11-13 23:16:47.834
[Speaker Local]: ANSWER: User 68: Answer 9.; Timestamp: 2019-11-13 23:16:47.834
[Speaker Local]: ANSWER: User 68: Answer 460.; Timestamp: 2019-11-13 23:16:47.835
[Speaker Local]: ANSWER: User 68: Answer 371.; Timestamp: 2019-11-13 23:16:47.836
[Speaker Local]: ANSWER: User 68: Answer 517.; Timestamp: 2019-11-13 23:16:47.837
[Speaker Local]: ANSWER: User 68: Answer 709.; Timestamp: 2019-11-13 23:16:47.838
[Speaker Local]: ANSWER: User 68: Answer 664.; Timestamp: 2019-11-13 23:16:47.839
