Received speaker: uan://localhost:3030/id101 to register with server uan://localhost:3030/id1
Speaker started with uan: uan://localhost:3030/id101
[Speaker Local]: ANSWER: User 91: Answer 874.; Timestamp: 2019-11-13 23:18:01.97
[Speaker Local]: ANSWER: User 91: Answer 218.; Timestamp: 2019-11-13 23:18:06.547
[Speaker Local]: ANSWER: User 91: Answer 463.; Timestamp: 2019-11-13 23:18:06.551
[Speaker Local]: ANSWER: User 91: Answer 154.; Timestamp: 2019-11-13 23:18:06.554
[Speaker Local]: ANSWER: User 91: Answer 475.; Timestamp: 2019-11-13 23:18:06.555
[Speaker Local]: ANSWER: User 91: Answer 320.; Timestamp: 2019-11-13 23:18:06.556
[Speaker Local]: ANSWER: User 91: Answer 682.; Timestamp: 2019-11-13 23:18:14.132
[Speaker Local]: ANSWER: User 91: Answer 651.; Timestamp: 2019-11-13 23:18:14.133
[Speaker Local]: ANSWER: User 91: Answer 660.; Timestamp: 2019-11-13 23:18:14.133
[Speaker Local]: ANSWER: User 91: Answer 57.; Timestamp: 2019-11-13 23:18:14.134
[Speaker Local]: ANSWER: User 91: Answer 453.; Timestamp: 2019-11-13 23:18:14.135
[Speaker Local]: ANSWER: User 91: Answer 1000.; Timestamp: 2019-11-13 23:18:14.137
[Speaker Local]: ANSWER: User 91: Answer 208.; Timestamp: 2019-11-13 23:18:14.138
[Speaker Local]: ANSWER: User 91: Answer 428.; Timestamp: 2019-11-13 23:18:14.138
[Speaker Local]: ANSWER: User 91: Answer 437.; Timestamp: 2019-11-13 23:18:14.139
[Speaker Local]: ANSWER: User 91: Answer 304.; Timestamp: 2019-11-13 23:18:14.14
[Speaker Local]: ANSWER: User 91: Answer 493.; Timestamp: 2019-11-13 23:18:14.142
[Speaker Local]: ANSWER: User 91: Answer 801.; Timestamp: 2019-11-13 23:18:14.142
[Speaker Local]: ANSWER: User 91: Answer 34.; Timestamp: 2019-11-13 23:18:14.143
[Speaker Local]: ANSWER: User 91: Answer 166.; Timestamp: 2019-11-13 23:18:14.145
[Speaker Local]: ANSWER: User 91: Answer 416.; Timestamp: 2019-11-13 23:18:14.147
[Speaker Local]: ANSWER: User 91: Answer 283.; Timestamp: 2019-11-13 23:18:14.149
[Speaker Local]: ANSWER: User 91: Answer 439.; Timestamp: 2019-11-13 23:18:14.149
[Speaker Local]: ANSWER: User 91: Answer 160.; Timestamp: 2019-11-13 23:18:14.15
[Speaker Local]: ANSWER: User 91: Answer 132.; Timestamp: 2019-11-13 23:18:14.151
[Speaker Local]: ANSWER: User 91: Answer 343.; Timestamp: 2019-11-13 23:18:14.152
[Speaker Local]: ANSWER: User 91: Answer 704.; Timestamp: 2019-11-13 23:18:14.153
[Speaker Local]: ANSWER: User 91: Answer 892.; Timestamp: 2019-11-13 23:18:14.154
[Speaker Local]: ANSWER: User 91: Answer 969.; Timestamp: 2019-11-13 23:18:14.155
[Speaker Local]: ANSWER: User 91: Answer 667.; Timestamp: 2019-11-13 23:18:14.155
[Speaker Local]: ANSWER: User 91: Answer 270.; Timestamp: 2019-11-13 23:18:14.156
[Speaker Local]: ANSWER: User 91: Answer 998.; Timestamp: 2019-11-13 23:18:14.157
[Speaker Local]: ANSWER: User 91: Answer 749.; Timestamp: 2019-11-13 23:18:14.158
[Speaker Local]: ANSWER: User 91: Answer 856.; Timestamp: 2019-11-13 23:18:14.159
[Speaker Local]: ANSWER: User 91: Answer 652.; Timestamp: 2019-11-13 23:18:14.159
[Speaker Local]: ANSWER: User 91: Answer 145.; Timestamp: 2019-11-13 23:18:14.16
[Speaker Local]: ANSWER: User 91: Answer 757.; Timestamp: 2019-11-13 23:18:14.161
[Speaker Local]: ANSWER: User 91: Answer 148.; Timestamp: 2019-11-13 23:18:14.162
[Speaker Local]: ANSWER: User 91: Answer 575.; Timestamp: 2019-11-13 23:18:14.163
[Speaker Local]: ANSWER: User 91: Answer 447.; Timestamp: 2019-11-13 23:18:14.164
[Speaker Local]: ANSWER: User 91: Answer 355.; Timestamp: 2019-11-13 23:18:14.164
[Speaker Local]: ANSWER: User 91: Answer 449.; Timestamp: 2019-11-13 23:18:14.165
[Speaker Local]: ANSWER: User 91: Answer 388.; Timestamp: 2019-11-13 23:18:14.166
[Speaker Local]: ANSWER: User 91: Answer 905.; Timestamp: 2019-11-13 23:18:24.101
[Speaker Local]: ANSWER: User 91: Answer 431.; Timestamp: 2019-11-13 23:18:24.102
[Speaker Local]: ANSWER: User 91: Answer 637.; Timestamp: 2019-11-13 23:18:24.103
[Speaker Local]: ANSWER: User 91: Answer 219.; Timestamp: 2019-11-13 23:18:24.103
[Speaker Local]: ANSWER: User 91: Answer 867.; Timestamp: 2019-11-13 23:18:24.104
[Speaker Local]: ANSWER: User 91: Answer 408.; Timestamp: 2019-11-13 23:18:24.104
[Speaker Local]: ANSWER: User 91: Answer 916.; Timestamp: 2019-11-13 23:18:24.105
[Speaker Local]: ANSWER: User 91: Answer 812.; Timestamp: 2019-11-13 23:18:24.105
[Speaker Local]: ANSWER: User 91: Answer 781.; Timestamp: 2019-11-13 23:18:24.106
[Speaker Local]: ANSWER: User 91: Answer 687.; Timestamp: 2019-11-13 23:18:24.106
[Speaker Local]: ANSWER: User 91: Answer 970.; Timestamp: 2019-11-13 23:18:24.107
[Speaker Local]: ANSWER: User 91: Answer 19.; Timestamp: 2019-11-13 23:18:24.107
[Speaker Local]: ANSWER: User 91: Answer 864.; Timestamp: 2019-11-13 23:18:24.108
[Speaker Local]: ANSWER: User 91: Answer 151.; Timestamp: 2019-11-13 23:18:24.108
[Speaker Local]: ANSWER: User 91: Answer 530.; Timestamp: 2019-11-13 23:18:24.109
[Speaker Local]: ANSWER: User 91: Answer 656.; Timestamp: 2019-11-13 23:18:24.109
[Speaker Local]: ANSWER: User 91: Answer 386.; Timestamp: 2019-11-13 23:18:24.11
[Speaker Local]: ANSWER: User 91: Answer 464.; Timestamp: 2019-11-13 23:18:24.111
[Speaker Local]: ANSWER: User 91: Answer 560.; Timestamp: 2019-11-13 23:18:24.111
[Speaker Local]: ANSWER: User 91: Answer 13.; Timestamp: 2019-11-13 23:18:24.112
[Speaker Local]: ANSWER: User 91: Answer 146.; Timestamp: 2019-11-13 23:18:24.112
[Speaker Local]: ANSWER: User 91: Answer 598.; Timestamp: 2019-11-13 23:18:24.113
[Speaker Local]: ANSWER: User 91: Answer 621.; Timestamp: 2019-11-13 23:18:24.116
[Speaker Local]: ANSWER: User 91: Answer 770.; Timestamp: 2019-11-13 23:18:24.12
[Speaker Local]: ANSWER: User 91: Answer 321.; Timestamp: 2019-11-13 23:18:24.121
[Speaker Local]: ANSWER: User 91: Answer 442.; Timestamp: 2019-11-13 23:18:24.121
[Speaker Local]: ANSWER: User 91: Answer 277.; Timestamp: 2019-11-13 23:18:24.122
[Speaker Local]: ANSWER: User 91: Answer 466.; Timestamp: 2019-11-13 23:18:24.123
[Speaker Local]: ANSWER: User 91: Answer 137.; Timestamp: 2019-11-13 23:18:24.123
[Speaker Local]: ANSWER: User 91: Answer 765.; Timestamp: 2019-11-13 23:18:24.124
[Speaker Local]: ANSWER: User 91: Answer 298.; Timestamp: 2019-11-13 23:18:24.124
[Speaker Local]: ANSWER: User 91: Answer 703.; Timestamp: 2019-11-13 23:18:24.125
[Speaker Local]: ANSWER: User 91: Answer 172.; Timestamp: 2019-11-13 23:18:24.125
[Speaker Local]: ANSWER: User 91: Answer 124.; Timestamp: 2019-11-13 23:18:24.126
[Speaker Local]: ANSWER: User 91: Answer 510.; Timestamp: 2019-11-13 23:18:24.127
[Speaker Local]: ANSWER: User 91: Answer 192.; Timestamp: 2019-11-13 23:18:24.128
[Speaker Local]: ANSWER: User 91: Answer 58.; Timestamp: 2019-11-13 23:18:24.128
[Speaker Local]: ANSWER: User 91: Answer 646.; Timestamp: 2019-11-13 23:18:24.129
