Received speaker: uan://localhost:3030/id64 to register with server uan://localhost:3030/id1
Speaker started with uan: uan://localhost:3030/id64
[Speaker Local]: ANSWER: User 54: Answer 632.; Timestamp: 2019-11-13 23:15:55.699
[Speaker Local]: ANSWER: User 54: Answer 666.; Timestamp: 2019-11-13 23:15:59.099
[Speaker Local]: ANSWER: User 54: Answer 952.; Timestamp: 2019-11-13 23:15:59.103
[Speaker Local]: ANSWER: User 54: Answer 466.; Timestamp: 2019-11-13 23:15:59.105
[Speaker Local]: ANSWER: User 54: Answer 24.; Timestamp: 2019-11-13 23:15:59.106
[Speaker Local]: ANSWER: User 54: Answer 297.; Timestamp: 2019-11-13 23:15:59.107
[Speaker Local]: ANSWER: User 54: Answer 298.; Timestamp: 2019-11-13 23:15:59.11
[Speaker Local]: ANSWER: User 54: Answer 949.; Timestamp: 2019-11-13 23:15:59.112
[Speaker Local]: ANSWER: User 54: Answer 513.; Timestamp: 2019-11-13 23:15:59.113
[Speaker Local]: ANSWER: User 54: Answer 737.; Timestamp: 2019-11-13 23:15:59.116
[Speaker Local]: ANSWER: User 54: Answer 61.; Timestamp: 2019-11-13 23:15:59.118
[Speaker Local]: ANSWER: User 54: Answer 180.; Timestamp: 2019-11-13 23:15:59.119
[Speaker Local]: ANSWER: User 54: Answer 144.; Timestamp: 2019-11-13 23:15:59.121
[Speaker Local]: ANSWER: User 54: Answer 637.; Timestamp: 2019-11-13 23:15:59.125
[Speaker Local]: ANSWER: User 54: Answer 222.; Timestamp: 2019-11-13 23:15:59.126
[Speaker Local]: ANSWER: User 54: Answer 470.; Timestamp: 2019-11-13 23:15:59.13
[Speaker Local]: ANSWER: User 54: Answer 720.; Timestamp: 2019-11-13 23:15:59.131
[Speaker Local]: ANSWER: User 54: Answer 453.; Timestamp: 2019-11-13 23:15:59.133
[Speaker Local]: ANSWER: User 54: Answer 327.; Timestamp: 2019-11-13 23:15:59.134
[Speaker Local]: ANSWER: User 54: Answer 690.; Timestamp: 2019-11-13 23:15:59.135
[Speaker Local]: ANSWER: User 54: Answer 638.; Timestamp: 2019-11-13 23:15:59.138
[Speaker Local]: ANSWER: User 54: Answer 388.; Timestamp: 2019-11-13 23:15:59.139
[Speaker Local]: ANSWER: User 54: Answer 118.; Timestamp: 2019-11-13 23:16:03.886
[Speaker Local]: ANSWER: User 54: Answer 305.; Timestamp: 2019-11-13 23:16:03.886
[Speaker Local]: ANSWER: User 54: Answer 231.; Timestamp: 2019-11-13 23:16:04.53
[Speaker Local]: ANSWER: User 54: Answer 84.; Timestamp: 2019-11-13 23:16:04.531
[Speaker Local]: ANSWER: User 54: Answer 464.; Timestamp: 2019-11-13 23:16:04.531
[Speaker Local]: ANSWER: User 54: Answer 112.; Timestamp: 2019-11-13 23:16:04.585
[Speaker Local]: ANSWER: User 54: Answer 661.; Timestamp: 2019-11-13 23:16:04.586
[Speaker Local]: ANSWER: User 54: Answer 369.; Timestamp: 2019-11-13 23:16:10.467
[Speaker Local]: ANSWER: User 54: Answer 220.; Timestamp: 2019-11-13 23:16:10.468
[Speaker Local]: ANSWER: User 54: Answer 365.; Timestamp: 2019-11-13 23:16:10.468
[Speaker Local]: ANSWER: User 54: Answer 287.; Timestamp: 2019-11-13 23:16:10.469
[Speaker Local]: ANSWER: User 54: Answer 768.; Timestamp: 2019-11-13 23:16:10.47
[Speaker Local]: ANSWER: User 54: Answer 512.; Timestamp: 2019-11-13 23:16:10.47
[Speaker Local]: ANSWER: User 54: Answer 727.; Timestamp: 2019-11-13 23:16:10.472
[Speaker Local]: ANSWER: User 54: Answer 810.; Timestamp: 2019-11-13 23:16:10.476
[Speaker Local]: ANSWER: User 54: Answer 626.; Timestamp: 2019-11-13 23:16:10.477
[Speaker Local]: ANSWER: User 54: Answer 594.; Timestamp: 2019-11-13 23:16:10.479
[Speaker Local]: ANSWER: User 54: Answer 995.; Timestamp: 2019-11-13 23:16:10.48
[Speaker Local]: ANSWER: User 54: Answer 98.; Timestamp: 2019-11-13 23:16:10.481
[Speaker Local]: ANSWER: User 54: Answer 31.; Timestamp: 2019-11-13 23:16:10.481
[Speaker Local]: ANSWER: User 54: Answer 492.; Timestamp: 2019-11-13 23:16:10.482
[Speaker Local]: ANSWER: User 54: Answer 150.; Timestamp: 2019-11-13 23:16:10.482
[Speaker Local]: ANSWER: User 54: Answer 543.; Timestamp: 2019-11-13 23:16:10.484
[Speaker Local]: ANSWER: User 54: Answer 435.; Timestamp: 2019-11-13 23:16:10.484
[Speaker Local]: ANSWER: User 54: Answer 786.; Timestamp: 2019-11-13 23:16:10.485
[Speaker Local]: ANSWER: User 54: Answer 877.; Timestamp: 2019-11-13 23:16:10.487
[Speaker Local]: ANSWER: User 54: Answer 503.; Timestamp: 2019-11-13 23:16:10.488
[Speaker Local]: ANSWER: User 54: Answer 994.; Timestamp: 2019-11-13 23:16:10.489
